City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,jiagedaqi,50.4167,124.1167,-22.96,92,5,1.77,CN,1733963446
287,linxia chengguanzhen,35.6003,103.2064,-7.89,87,100,2.0,CN,1733963447
288,kendari,-3.945,122.4989,26.16,90,100,0.79,ID,1733963354
289,puerto armuelles,8.2833,-82.8667,25.61,83,29,0.45,PA,1733963449
290,glenfield park,-35.1372,147.334,27.12,38,0,0.45,AU,1733963451
291,palu,-0.8917,119.8707,27.98,84,100,0.8,ID,1733963452
292,keflavik,64.0049,-22.5624,6.24,81,75,11.32,IS,1733963453
293,northam,51.0333,-4.2167,6.62,74,100,5.81,GB,1733963454
294,fort wellington,6.4,-57.6,26.29,82,3,4.66,GY,1733963455
295,jutai,-5.1833,-68.9,23.83,94,100,0.99,BR,1733963456
296,xianning,29.8833,114.2167,6.98,68,100,1.94,CN,1733963457
297,as saffaniyah,27.9708,48.73,16.49,40,100,3.28,SA,1733963459
298,yukhnov,54.7444,35.2297,-6.62,96,22,3.68,RU,1733963460
299,happy valley-goose bay,53.3168,-60.3315,-4.83,100,100,2.06,CA,1733963461
300,albertina,-22.2008,-46.6158,16.95,93,2,1.79,BR,1733963462
301,namtsy,62.7161,129.6658,-41.07,100,98,0.4,RU,1733963463
302,namdrik,5.5994,168.1028,28.6,77,73,7.61,MH,1733963464
303,wang nam yen,13.5033,102.1812,23.73,79,100,3.72,TH,1733963465
304,cambuslang,55.8192,-4.1686,0.66,93,100,0.51,GB,1733963466
305,tauranga,-37.6861,176.1667,19.73,94,100,1.22,NZ,1733963468
306,ermelo,-26.5333,29.9833,15.46,70,57,0.92,ZA,1733963469
307,oriximina,-1.7656,-55.8661,24.29,92,91,1.7,BR,1733963470
308,dumbea,-22.15,166.45,33.98,99,48,3.75,NC,1733963471
309,ilha de mocambique,-15.0342,40.7358,26.55,85,0,3.04,MZ,1733963472
310,amontada,-3.3617,-39.8317,26.16,80,99,4.37,BR,1733963473
311,puerto baquerizo moreno,-0.9,-89.6,22.58,87,63,4.07,EC,1733963474
312,moranbah,-22.0016,148.0466,26.99,68,100,1.28,AU,1733963475
313,santarem,-2.4431,-54.7083,29.07,70,75,2.57,BR,1733963404
314,yasothon,15.75,104.1333,23.89,75,100,7.22,TH,1733963479
315,kuqa,41.7278,82.9364,-11.59,79,40,1.85,CN,1733963480
316,okahandja,-21.9833,16.9167,25.53,34,9,2.97,NA,1733963481
317,al ghayzah,16.2079,52.176,21.03,37,8,3.9,YE,1733963482
318,blackfoot,43.1905,-112.345,-1.97,51,100,2.09,US,1733963483
319,siniscola,40.5719,9.6922,11.15,73,100,0.99,IT,1733963484
320,malanville,11.8685,3.3899,25.8,24,100,3.09,BJ,1733963487
321,mount pearl,47.5166,-52.7813,6.85,98,100,10.8,CA,1733963488
322,egilsstadir,65.2653,-14.3948,8.95,71,75,5.66,IS,1733963489
323,tosontsengel,48.7567,98.2839,-24.11,100,100,0.66,MN,1733963491
324,nuuk,64.1835,-51.7216,-7.66,67,0,6.69,GL,1733963492
325,sao luiz gonzaga,-28.4083,-54.9608,24.39,53,97,2.05,BR,1733963283
326,masterton,-40.9597,175.6575,16.49,81,100,1.54,NZ,1733963494
327,pajacuaran,20.1167,-102.5667,18.72,59,40,2.21,MX,1733963495
328,waynesville,35.4887,-82.9887,0.14,62,40,4.47,US,1733963389
329,nejo,9.5,35.5,14.87,60,0,0.72,ET,1733963500
330,new norfolk,-42.7826,147.0587,18.84,60,99,3.95,AU,1733963501
331,ankang,32.68,109.0172,5.3,64,97,0.83,CN,1733963502
332,katsuren-haebaru,26.3369,127.8719,20.22,75,75,7.72,JP,1733963505
333,tuni,17.35,82.55,20.26,81,47,2.53,IN,1733963506
334,paradip garh,20.3167,86.6167,15.95,56,100,4.56,IN,1733963507
335,tuy hoa,13.0833,109.3,24.57,98,100,4.11,VN,1733963508
336,opuwo,-18.0607,13.84,21.35,75,100,2.44,NA,1733963510
337,lulea,65.5842,22.1547,-2.96,63,53,7.2,SE,1733963511
338,atar,20.5169,-13.0499,18.04,43,0,3.98,MR,1733963512
339,cockburn town,21.4612,-71.1419,26.58,75,2,7.78,TC,1733963513
340,chifeng,42.2683,118.9636,-6.21,42,13,1.94,CN,1733963514
341,tindouf,27.6711,-8.1474,11.25,54,0,5.14,DZ,1733963515
342,tabou,4.423,-7.3528,25.74,83,20,2.42,CI,1733963516
343,asubulaq,49.5583,83.0558,-14.34,89,100,3.16,KZ,1733963517
344,maragogi,-9.0122,-35.2225,26.12,82,0,4.39,BR,1733963519
345,puerto leguizamo,-0.1934,-74.7819,23.23,91,44,0.6,CO,1733963520
346,ancud,-41.8697,-73.8203,12.56,77,0,3.83,CL,1733963393
347,hastings,50.8552,0.5729,7.1,62,100,6.63,GB,1733963522
348,fonte boa,-2.4959,-66.2662,23.56,97,100,0.62,BR,1733963523
349,margate,51.3813,1.3862,7.05,76,100,0.45,GB,1733963316
350,sarupathar,26.1984,93.8094,12.92,90,12,0.98,IN,1733963525
351,novoagansk,61.9449,76.6625,-7.61,91,100,6.14,RU,1733963526
352,prado,-17.3411,-39.2208,24.54,91,99,3.26,BR,1733963292
353,walvis bay,-22.9575,14.5053,16.58,94,57,3.39,NA,1733963529
354,fort st. john,56.2499,-120.8529,-11.06,85,75,2.06,CA,1733963405
355,tazovsky,67.4667,78.7,-9.08,94,100,5.86,RU,1733963531
356,pyay,18.8167,95.2167,18.43,81,1,2.49,MM,1733963532
357,chui,-33.6971,-53.4616,17.31,82,0,4.54,UY,1733963533
358,sunrise,26.1577,-80.2861,24.44,80,100,5.14,US,1733963534
359,queenstown,-31.8976,26.8753,14.61,94,47,0.08,ZA,1733963535
360,lundazi,-12.2929,33.1782,23.35,55,77,3.19,ZM,1733963536
361,lysyye gory,51.5506,44.8414,-2.76,97,100,1.64,RU,1733963538
362,mahanoro,-19.9,48.8,24.33,84,11,1.52,MG,1733963328
363,laojunmiao,39.8333,97.7333,-17.0,79,9,2.55,CN,1733963540
364,pemangkat,1.1667,108.9667,25.78,88,100,4.03,ID,1733963542
365,labrador city,52.9463,-66.9114,-2.68,92,100,1.03,CA,1733963414
366,guarapari,-20.6667,-40.4975,22.35,89,97,3.84,BR,1733963545
367,san juan de miraflores,-12.1629,-76.9635,21.76,76,100,3.34,PE,1733963546
368,kudymkar,59.0173,54.656,-3.36,83,100,5.86,RU,1733963547
369,kone,-21.0595,164.8658,34.09,45,100,0.81,NC,1733963548
370,hilo,19.7297,-155.09,25.85,81,75,4.12,US,1733963549
371,aripuana,-9.1667,-60.6333,25.13,84,99,1.11,BR,1733963550
372,bonny,4.4522,7.1681,27.36,78,11,4.94,NG,1733963551
373,rabigh,22.7986,39.0349,25.12,30,0,3.87,SA,1733963552
374,hammerfest,70.6634,23.6821,-3.75,63,75,4.12,NO,1733963554
375,loukhi,66.0764,33.0381,-5.36,78,100,5.66,RU,1733963555
376,mitrofanovka,49.9708,39.6939,1.97,96,100,0.84,RU,1733963556
377,nova vicosa,-17.8919,-39.3719,23.39,95,100,1.94,BR,1733963557
378,fada,7.25,4.0667,22.4,99,91,0.79,NG,1733963558
379,arkhangel'sk,64.5401,40.5433,-1.94,100,40,2.0,RU,1733963559
380,naze,28.3667,129.4833,16.51,66,69,5.29,JP,1733963560
381,menominee,45.1078,-87.6143,-8.96,73,100,6.69,US,1733963562
382,mejit,10.2753,170.8646,27.62,81,3,10.5,MH,1733963563
383,niamey,13.5137,2.1098,26.16,29,0,2.06,NE,1733963312
384,thai binh,20.45,106.3333,16.54,71,99,2.66,VN,1733963565
385,coquimbo,-29.9533,-71.3436,14.43,78,7,2.17,CL,1733963566
386,elva,58.2225,26.4211,-1.92,85,8,4.63,EE,1733963567
387,la'ie,21.6477,-157.9253,26.98,69,0,4.02,US,1733963568
388,barcelona,41.3888,2.159,11.59,69,75,3.09,ES,1733963569
389,khovd,48.0056,91.6419,-18.36,61,15,2.88,MN,1733963570
390,luanda,-8.8368,13.2343,25.41,89,100,2.26,AO,1733963507
391,jianshui,23.6363,102.8264,12.2,95,87,2.16,CN,1733963573
392,nadi,-17.8,177.4167,30.0,70,20,6.17,FJ,1733963574
393,madalena,41.2162,-8.3345,8.32,80,100,1.5,PT,1733963575
394,feijo,-8.1642,-70.3536,26.33,78,100,1.26,BR,1733963576
395,ormara,25.2088,64.6357,18.21,35,0,12.47,PK,1733963577
396,saipan,15.1355,145.701,31.39,73,40,8.23,MP,1733963578
397,brady,31.1352,-99.3351,12.25,22,0,2.57,US,1733963579
398,bugul'ma,54.55,52.8,-2.25,96,100,7.68,RU,1733963581
399,sochi,43.6,39.7303,10.05,83,100,2.93,RU,1733963287
400,coxim,-18.5067,-54.76,28.57,69,100,0.6,BR,1733963583
401,kuta,-8.7233,115.1723,25.97,94,75,4.12,ID,1733963584
402,san patricio,28.017,-97.5169,12.97,29,0,2.89,US,1733963585
403,lianhe,47.1333,129.2667,-16.08,81,14,1.36,CN,1733963586
404,weno,7.4515,151.8468,30.97,70,40,5.14,FM,1733963587
405,sinop,41.7711,34.8709,4.23,93,52,0.79,TR,1733963425
406,bolondron,22.7633,-81.4469,23.05,89,100,2.99,CU,1733963590
407,rio preto da eva,-2.6994,-59.6997,23.61,95,93,0.43,BR,1733963591
408,kaoma,-14.7833,24.8,20.58,43,4,1.98,ZM,1733963592
409,bikenibeu village,1.3673,173.1241,30.98,70,20,4.63,KI,1733963593
410,igrim,63.1906,64.4162,-5.9,96,100,2.69,RU,1733963594
411,mulayjah,27.271,48.4242,14.98,33,100,2.68,SA,1733963597
412,burlington,39.8835,-74.6413,10.03,95,100,8.23,US,1733963577
413,teknaf,20.8624,92.3058,16.21,67,5,3.46,BD,1733963599
414,praia da vitoria,38.7333,-27.0667,15.14,94,75,4.18,PT,1733963600
415,xiva,41.3783,60.3639,-1.19,37,2,5.42,UZ,1733963601
416,lethbridge,49.7,-112.8186,-1.94,86,75,2.06,CA,1733963602
417,crucecita,-28.95,-58.9833,22.22,72,100,3.04,AR,1733963603
418,dudinka,69.4058,86.1778,-14.3,91,100,10.53,RU,1733963606
419,thinadhoo,0.5333,72.9333,27.79,78,100,5.77,MV,1733963607
420,dwarka,22.2394,68.9678,20.9,45,0,6.07,IN,1733963608
421,masaya sur,16.497,121.7456,22.81,97,100,0.98,PH,1733963609
422,gadzhiyevo,69.2551,33.3362,-4.79,84,99,11.71,RU,1733963591
423,sona,45.4388,10.8255,1.03,93,0,2.06,IT,1733963612
424,bay roberts,47.5999,-53.2648,7.86,98,100,0.89,CA,1733963613
425,grand falls-windsor,48.9332,-55.6649,4.17,94,100,0.45,CA,1733963602
426,zarghun shahr,32.8473,68.4457,-4.12,72,0,1.22,AF,1733963616
427,preobrazheniye,42.9019,133.9064,-7.73,50,0,2.72,RU,1733963617
428,kembe,4.6228,21.8865,21.6,40,5,1.05,CF,1733963618
429,novodvinsk,64.4165,40.8122,-2.14,89,98,3.38,RU,1733963619
430,edwards,39.645,-106.5942,-2.43,63,100,2.43,US,1733963620
431,gazli,40.1333,63.45,-1.59,36,3,5.05,UZ,1733963621
432,chiredzi,-21.05,31.6667,21.8,49,0,2.39,ZW,1733963622
433,bam,29.106,58.357,6.21,50,0,1.71,IR,1733963624
434,coyhaique,-45.5752,-72.0662,8.14,95,6,2.86,CL,1733963613
435,yorkton,51.2167,-102.4677,-29.09,76,100,3.09,CA,1733963487
436,geraldton,-28.7667,114.6,28.23,65,0,3.6,AU,1733963474
437,casa grande,32.8795,-111.7573,18.12,11,0,4.12,US,1733963453
438,ciudad lazaro cardenas,17.9583,-102.2,26.13,83,0,0.78,MX,1733963629
439,pacific grove,36.6177,-121.9166,16.47,76,0,1.34,US,1733963473
440,altamira,-3.2033,-52.2064,22.77,92,100,0.8,BR,1733963631
441,ciudad bolivar,8.1222,-63.5497,27.39,69,47,4.94,VE,1733963632
442,paslek,54.0616,19.6593,0.35,91,17,2.05,PL,1733963635
443,kulhudhuffushi,6.6221,73.07,27.85,76,52,2.35,MV,1733963636
444,afaahiti,-17.75,-149.2833,23.34,90,100,10.32,PF,1733963517
445,burang,30.25,81.1667,-11.09,49,0,3.85,CN,1733963638
446,lazaro cardenas,17.9583,-102.2,26.13,83,0,0.78,MX,1733963629
447,mukalla,14.5425,49.1242,21.86,29,53,3.38,YE,1733963640
448,dhidhdhoo,6.8833,73.1,27.99,76,0,3.25,MV,1733963641
449,dzilam gonzalez,21.2833,-88.9333,21.9,74,100,5.14,MX,1733963642
450,qaqortoq,60.7167,-46.0333,-14.09,93,14,1.15,GL,1733963353
451,mochudi,-24.4167,26.15,25.33,49,80,0.83,BW,1733963645
452,bamboo flat,11.7,92.7167,27.05,83,40,3.09,IN,1733963646
453,xunchang,28.4543,104.715,6.59,88,100,1.59,CN,1733963647
454,pudozh,61.8099,36.5345,-3.08,91,85,3.3,RU,1733963592
455,umea,63.8284,20.2597,-3.04,68,0,3.6,SE,1733963649
456,dongola,19.1667,30.4833,19.03,31,0,5.8,SD,1733963650
457,mermoz boabab,14.7065,-17.4758,22.88,73,0,6.17,SN,1733963651
458,nong khae,14.3406,100.8673,27.76,71,100,3.17,TH,1733963654
459,conception bay south,47.4999,-52.9981,7.53,96,100,7.2,CA,1733963591
460,qamdo,31.1667,97.2333,-5.52,54,0,1.58,CN,1733963656
461,cedeira,43.6797,-8.0209,7.33,75,95,3.81,ES,1733963657
462,galesong,-5.3166,119.3661,25.43,91,100,4.18,ID,1733963658
463,luganville,-15.5333,167.1667,29.21,73,59,3.34,VU,1733963659
464,dharchula,29.85,80.5333,2.29,23,0,4.12,IN,1733963660
465,liberal,37.0431,-100.921,7.08,31,0,5.14,US,1733963441
466,bukama,-9.2,25.85,19.77,98,89,1.26,CD,1733963663
467,aljezur,37.3191,-8.8033,8.59,78,40,1.97,PT,1733963664
468,fruita,39.1589,-108.729,0.88,46,0,0.59,US,1733963665
469,usogorsk,63.4106,48.6872,-13.82,98,82,1.89,RU,1733963666
470,progreso,21.2833,-89.6667,21.87,74,100,9.67,MX,1733963667
471,awjilah,29.1081,21.2869,14.53,34,98,2.64,LY,1733963668
472,harnosand,62.6323,17.9379,-1.0,63,100,8.4,SE,1733963670
473,brokopondo,4.75,-55.1667,25.75,82,44,4.9,SR,1733963671
474,ulsteinvik,62.3432,5.8487,3.2,86,100,2.19,NO,1733963672
475,unai,-16.3575,-46.9061,23.6,81,100,1.86,BR,1733963457
476,gonabad,34.3529,58.6837,0.72,47,0,0.04,IR,1733963674
477,anadyr,64.75,177.4833,0.56,86,40,9.0,RU,1733963675
478,jaffna,9.6685,80.0074,25.83,88,47,6.94,LK,1733963676
479,barcelos,41.5388,-8.6151,5.47,75,67,2.22,PT,1733963677
480,manay,7.215,126.5397,24.18,95,100,3.48,PH,1733963679
481,rudnichnyy,59.617,52.4703,-2.43,93,100,5.25,RU,1733963680
482,ciudad valles,21.9833,-99.0167,12.94,42,69,0.63,MX,1733963681
483,temryuk,45.2722,37.3811,7.74,65,87,8.23,RU,1733963682
484,guerrero negro,27.9769,-114.0611,16.78,40,96,3.82,MX,1733963683
485,sao vicente,-23.9631,-46.3919,21.66,26,86,3.23,BR,1733963684
486,yanqul,23.5905,56.5501,14.23,60,0,1.92,OM,1733963685
487,coxen hole,16.3244,-86.5366,26.6,78,20,4.12,HN,1733963688
488,san pedro pochutla,15.7333,-96.4667,27.84,76,40,1.1,MX,1733963689
489,taoudenni,22.6783,-3.9836,19.38,16,8,2.47,ML,1733963690
490,christchurch,-43.5333,172.6333,24.39,49,54,5.14,NZ,1733963673
491,katoro,-3.0203,31.8958,17.78,93,100,1.43,TZ,1733963692
492,nuevo casas grandes,30.4167,-107.9167,7.85,13,100,1.48,MX,1733963470
493,taro,-8.3862,115.28,23.66,84,100,0.92,ID,1733963694
494,tupiza,-21.45,-65.7167,13.54,57,100,2.96,BO,1733963695
495,vila franca do campo,37.7167,-25.4333,14.23,82,90,3.39,PT,1733963697
496,tyazhinskiy,56.116,88.524,-8.6,82,100,8.43,RU,1733963698
497,nzerekore,7.7562,-8.8179,19.95,54,0,1.47,GN,1733963699
498,urangan,-25.3,152.9,25.77,77,8,7.65,AU,1733963700
499,sofifi,0.7349,127.576,28.55,76,100,1.24,ID,1733963701
500,qarazhal,48.0078,70.7903,-13.46,89,27,5.02,KZ,1733963702
501,tumbotino,55.9993,43.0236,-2.26,88,100,4.67,RU,1733963703
502,conde,-7.2597,-34.9075,25.7,89,0,2.57,BR,1733963704
503,nookat,40.2671,72.6207,-5.3,56,54,2.25,KG,1733963706
504,calama,-22.4667,-68.9333,19.27,10,100,7.2,CL,1733963707
505,mount isa,-20.7333,139.5,33.87,26,100,4.63,AU,1733963708
506,malanje,-9.5402,16.341,18.21,98,100,1.26,AO,1733963709
507,ust'-uda,54.1742,103.0304,-27.23,100,95,0.5,RU,1733963593
508,blenheim,-41.516,173.9528,20.85,59,100,4.19,NZ,1733963712
509,celaru,44.05,24.1333,3.32,83,15,7.71,RO,1733963713
510,baiyin,36.5583,104.2081,-8.39,78,100,6.81,CN,1733963715
511,maxixe,-23.8597,35.3472,23.0,87,19,2.46,MZ,1733963716
512,khorixas,-20.3667,14.9667,24.58,43,100,1.11,NA,1733963717
513,jinchang,38.4953,102.1739,-8.79,67,100,4.01,CN,1733963611
514,morehead city,34.7229,-76.726,14.03,71,100,16.46,US,1733963422
515,al jawf,29.5,38.75,14.18,31,100,3.54,SA,1733963720
516,smithers,54.7804,-127.1743,0.18,93,75,3.09,CA,1733963722
517,zakamensk,50.3741,103.2863,-20.4,95,32,1.08,RU,1733963724
518,lokomotivnyy,53.0118,60.5684,-7.34,77,100,8.86,RU,1733963725
519,kenora,49.8167,-94.4337,-24.46,77,40,3.09,CA,1733963474
520,valparaiso,-33.0393,-71.6273,14.8,77,0,3.6,CL,1733963630
521,aketi,2.7388,23.7833,24.97,45,100,1.01,CD,1733963728
522,gizo,-8.103,156.8419,30.22,69,79,3.18,SB,1733963729
523,mae sai,20.4335,99.8762,18.93,79,24,0.59,TH,1733963730
524,auki,-8.7676,160.7034,31.29,61,60,2.74,SB,1733963732
525,sinabang,2.4803,96.3801,24.69,88,100,1.89,ID,1733963733
526,ola,59.5833,151.2833,-19.56,84,93,5.95,RU,1733963734
527,yarmouth,41.7057,-70.2286,15.54,91,100,8.75,US,1733963735
528,krasnoturansk,54.3186,91.5639,-11.16,84,100,3.87,RU,1733963736
529,portland,45.5234,-122.6762,6.36,70,40,5.66,US,1733963737
530,messaad,34.1543,3.5031,5.21,56,0,1.37,DZ,1733963738
531,mysen,59.5535,11.3258,-5.21,94,50,1.06,NO,1733963741
532,kristiansund,63.1115,7.732,2.36,80,100,1.03,NO,1733963742
533,hermeskeil,49.65,6.95,-0.08,91,88,1.57,DE,1733963743
534,severo-yeniseyskiy,60.3725,93.0408,-14.24,87,100,5.44,RU,1733963744
535,kavaratti,10.5669,72.642,28.37,75,39,5.27,IN,1733963745
536,kuanda,56.3161,116.0806,-26.81,97,92,0.69,RU,1733963746
537,dunedin,-45.8742,170.5036,14.89,81,100,4.47,NZ,1733963747
538,celestun,20.8667,-90.4,22.0,74,100,10.11,MX,1733963748
539,makurdi,7.7411,8.5121,24.61,28,23,0.61,NG,1733963750
540,naracoorte,-36.9579,140.7383,23.12,48,25,4.33,AU,1733963751
541,holualoa,19.6228,-155.9522,27.15,66,100,4.12,US,1733963752
542,kapa'a,22.0752,-159.319,27.18,88,40,8.23,US,1733963753
543,cromer,52.9312,1.2989,6.19,97,100,4.12,GB,1733963754
544,gambiran satu,-8.3939,114.1464,25.72,92,100,1.09,ID,1733963756
545,middelburg,-25.7751,29.4648,20.02,55,50,2.51,ZA,1733963757
546,sandnessjoen,66.0217,12.6316,0.8,78,100,12.71,NO,1733963759
547,alamo heights,29.4849,-98.4659,13.12,35,0,2.06,US,1733963760
548,nizhniy odes,63.6445,54.856,-8.86,95,99,3.42,RU,1733963716
549,chertkovo,49.3847,40.1547,3.29,99,100,2.72,RU,1733963762
550,manismata,-2.4667,111.0333,27.3,85,100,1.25,ID,1733963763
551,chinde,26.8212,87.7095,12.12,58,4,2.79,NP,1733963764
552,les cayes,18.2,-73.75,24.87,82,18,1.67,HT,1733963765
553,dingzhou,38.5131,114.9956,0.27,56,100,1.21,CN,1733963768
554,anar darah,32.7587,61.654,1.42,35,0,1.83,AF,1733963769
555,crane,31.3974,-102.3501,10.28,22,99,8.45,US,1733963632
556,rio grande,-32.035,-52.0986,19.84,72,0,7.83,BR,1733963771
557,koundara,12.4833,-13.3,24.3,28,7,1.58,GN,1733963772
558,vernon,50.2581,-119.2691,0.74,83,99,0.51,CA,1733963773
559,sorong,-0.8833,131.25,28.82,71,100,1.79,ID,1733963774
560,piacabucu,-10.4056,-36.4344,26.12,83,0,6.39,BR,1733963775
561,port angeles,48.1181,-123.4307,5.97,65,100,0.0,US,1733963777
562,manicore,-5.8092,-61.3003,23.55,98,95,1.43,BR,1733963778
563,qui nhon,13.7667,109.2333,24.81,93,100,5.45,VN,1733963779
564,anka,12.1138,5.9243,24.18,24,100,4.52,NG,1733963781
565,yemva,62.59,50.8594,-8.8,93,20,2.82,RU,1733963782
566,novyy urgal,51.0736,132.5642,-26.39,96,100,0.44,RU,1733963783
567,turabah,21.2141,41.6331,13.23,33,0,3.6,SA,1733963784
568,touros,-5.1989,-35.4608,26.15,83,100,5.41,BR,1733963785
569,zaozersk,69.4005,32.4476,-3.28,88,86,12.86,RU,1733963592
570,luwingu,-10.2621,29.9271,17.78,71,10,1.47,ZM,1733963788
571,hailey,43.5196,-114.3153,0.92,56,75,3.09,US,1733963789
572,mikhaylovskoye,51.8239,79.7172,-8.51,69,100,7.37,RU,1733963790
573,arawa,-6.2132,155.5367,32.14,57,48,2.15,PG,1733963791
574,kurtamysh,54.9103,64.4319,-5.72,92,100,8.42,RU,1733963792
